Prenom,Nom,CodeCours,NomCours,Session,Note (%)
Casey,Gagnon,109-910-2MG,Activite physique et efficacite,2,95
Charlie,Bouchard,109-910-2MG,Activite physique et efficacite,2,37
Casey,Tremblay,109-910-2MG,Activite physique et efficacite,2,100
Charlie,Tremblay,109-910-2MG,Activite physique et efficacite,2,73
Jordan,Pelletier,109-910-2MG,Activite physique et efficacite,2,51
Taylor,Gagnon,109-910-2MG,Activite physique et efficacite,2,73
Jordan,Pelletier,109-910-2MG,Activite physique et efficacite,2,95
Jordan,Morin,109-910-2MG,Activite physique et efficacite,2,46
Jamie,Tremblay,109-910-2MG,Activite physique et efficacite,2,79
Charlie,Lavoie,109-910-2MG,Activite physique et efficacite,2,39
Alex,Tremblay,109-910-2MG,Activite physique et efficacite,2,60
Jamie,Roy,109-910-2MG,Activite physique et efficacite,2,66
Taylor,Roy,109-910-2MG,Activite physique et efficacite,2,87
Alex,Tremblay,109-910-2MG,Activite physique et efficacite,2,65
Charlie,Lefebvre,109-910-2MG,Activite physique et efficacite,2,86
Taylor,Lavoie,109-910-2MG,Activite physique et efficacite,2,51
Robin,Gagnon,109-910-2MG,Activite physique et efficacite,2,39
Taylor,Lavoie,109-910-2MG,Activite physique et efficacite,2,89
Charlie,Lefebvre,109-910-2MG,Activite physique et efficacite,2,87
Casey,Fortin,109-910-2MG,Activite physique et efficacite,2,93
Jordan,Roy,109-910-2MG,Activite physique et efficacite,2,97
Charlie,Pelletier,109-910-2MG,Activite physique et efficacite,2,97
Sam,Bouchard,109-910-2MG,Activite physique et efficacite,2,80
Jamie,Morin,109-910-2MG,Activite physique et efficacite,2,38
Jordan,Fortin,109-910-2MG,Activite physique et efficacite,2,95
Morgan,Roy,109-910-2MG,Activite physique et efficacite,2,51
Charlie,Tremblay,109-910-2MG,Activite physique et efficacite,2,96
Sam,Fortin,109-910-2MG,Activite physique et efficacite,2,91
Sam,Bouchard,109-910-2MG,Activite physique et efficacite,2,67
Alex,Lefebvre,109-910-2MG,Activite physique et efficacite,2,50
Morgan,Fortin,109-910-2MG,Activite physique et efficacite,2,62
Alex,Morin,109-910-2MG,Activite physique et efficacite,2,89
Jordan,Fortin,109-910-2MG,Activite physique et efficacite,2,99
Robin,Pelletier,109-910-2MG,Activite physique et efficacite,2,88
Jamie,Tremblay,109-910-2MG,Activite physique et efficacite,2,48
Casey,Fortin,109-910-2MG,Activite physique et efficacite,2,93
Taylor,Lavoie,109-910-2MG,Activite physique et efficacite,2,65
Sam,Tremblay,109-910-2MG,Activite physique et efficacite,2,97
Casey,Pelletier,109-910-2MG,Activite physique et efficacite,2,62
Jamie,Fortin,109-910-2MG,Activite physique et efficacite,2,42
Alex,Lavoie,109-910-2MG,Activite physique et efficacite,2,69
Jamie,Lefebvre,109-910-2MG,Activite physique et efficacite,2,40
Alex,Morin,109-910-2MG,Activite physique et efficacite,2,99
Sam,Roy,109-910-2MG,Activite physique et efficacite,2,87
Jamie,Gauthier,109-910-2MG,Activite physique et efficacite,2,37
Sam,Lefebvre,109-910-2MG,Activite physique et efficacite,2,36
Ronald,MacDounald,420-012-5R1,Programmation orientee objet,2,80
Homer,Simpson,420-012-5R1,Programmation orientee objet,2,71
Doctor,Doogie,420-012-5R1,Programmation orientee objet,2,68
Jordan,Gauthier,420-012-5R1,Programmation orientee objet,2,43
Taylor,Lavoie,420-012-5R1,Programmation orientee objet,2,100
Jordan,Bouchard,420-012-5R1,Programmation orientee objet,2,49
Jordan,Gagnon,420-012-5R1,Programmation orientee objet,2,77
Alex,Morin,420-012-5R1,Programmation orientee objet,2,93
Charlie,Lavoie,420-012-5R1,Programmation orientee objet,2,56
Casey,Bouchard,420-012-5R1,Programmation orientee objet,2,57
Sam,Fortin,420-012-5R1,Programmation orientee objet,2,40
Alex,Tremblay,420-012-5R1,Programmation orientee objet,2,88
Jamie,Pelletier,420-012-5R1,Programmation orientee objet,2,92
Jordan,Lavoie,420-012-5R1,Programmation orientee objet,2,60
Jamie,Roy,420-012-5R1,Programmation orientee objet,2,82
Casey,Roy,420-012-5R1,Programmation orientee objet,2,95
Cameron,Pelletier,420-012-5R1,Programmation orientee objet,2,88
Taylor,Gauthier,420-012-5R1,Programmation orientee objet,2,63
Casey,Bouchard,420-012-5R1,Programmation orientee objet,2,95
Morgan,Lefebvre,420-012-5R1,Programmation orientee objet,2,78
Robin,Lavoie,420-012-5R1,Programmation orientee objet,2,76
Casey,Gagnon,420-012-5R1,Programmation orientee objet,2,38
Alex,Fortin,420-012-5R1,Programmation orientee objet,2,35
Morgan,Roy,420-012-5R1,Programmation orientee objet,2,70
Charlie,Roy,420-012-5R1,Programmation orientee objet,2,37
Alex,Gauthier,420-012-5R1,Programmation orientee objet,2,97
Robin,Tremblay,420-012-5R1,Programmation orientee objet,2,61
Cameron,Lavoie,420-012-5R1,Programmation orientee objet,2,70
Taylor,Lavoie,420-012-5R1,Programmation orientee objet,2,57
Casey,Gauthier,420-012-5R1,Programmation orientee objet,2,89
Robin,Roy,420-012-5R1,Programmation orientee objet,2,84
Jamie,Bouchard,420-012-5R1,Programmation orientee objet,2,44
Jamie,Roy,420-012-5R1,Programmation orientee objet,2,39
Casey,Roy,420-012-5R1,Programmation orientee objet,2,72
Morgan,Gagnon,420-012-5R1,Programmation orientee objet,2,72
Jamie,Gauthier,420-012-5R1,Programmation orientee objet,2,79
Robin,Gagnon,420-012-5R1,Programmation orientee objet,2,40
Sam,Bouchard,420-012-5R1,Programmation orientee objet,2,94
Alex,Pelletier,420-012-5R1,Programmation orientee objet,2,73
Sam,Gagnon,420-012-5R1,Programmation orientee objet,2,49
Charlie,Pelletier,420-012-5R1,Programmation orientee objet,2,83
Morgan,Lefebvre,420-012-5R1,Programmation orientee objet,2,79
Morgan,Tremblay,420-012-5R1,Programmation orientee objet,2,96
Jamie,Gauthier,420-012-5R1,Programmation orientee objet,2,88
Casey,Pelletier,420-012-5R1,Programmation orientee objet,2,57
Jamie,Lefebvre,420-012-5R1,Programmation orientee objet,2,91
Morgan,Tremblay,420-012-5R1,Programmation orientee objet,2,49
Sam,Lefebvre,420-012-5R1,Programmation orientee objet,2,75
Morgan,Fortin,420-012-5R1,Programmation orientee objet,2,95
Sam,Roy,420-012-5R1,Programmation orientee objet,2,43
Taylor,Morin,420-012-5R1,Programmation orientee objet,2,47
Morgan,Gauthier,420-012-5R1,Programmation orientee objet,2,42
Alex,Morin,420-012-5R1,Programmation orientee objet,2,94
Cameron,Bouchard,420-012-5R1,Programmation orientee objet,2,63
Jordan,Morin,420-012-5R1,Programmation orientee objet,2,86
Sam,Lefebvre,420-012-5R1,Programmation orientee objet,2,55
Casey,Fortin,420-012-5R1,Programmation orientee objet,2,100
Robin,Lefebvre,420-012-5R1,Programmation orientee objet,2,85
Charlie,Lefebvre,420-012-5R1,Programmation orientee objet,2,52
Robin,Pelletier,420-012-5R1,Programmation orientee objet,2,46
Jamie,Gagnon,420-012-5R1,Programmation orientee objet,2,44
Morgan,Fortin,420-012-5R1,Programmation orientee objet,2,59
Charlie,Gagnon,420-012-5R1,Programmation orientee objet,2,45
Cameron,Morin,420-012-5R1,Programmation orientee objet,2,100
Alex,Bouchard,420-012-5R1,Programmation orientee objet,2,36
Casey,Roy,420-012-5R1,Programmation orientee objet,2,67
Robin,Gauthier,420-012-5R1,Programmation orientee objet,2,52
Cameron,Morin,420-012-5R1,Programmation orientee objet,2,67
Alex,Gauthier,420-012-5R1,Programmation orientee objet,2,86
Cameron,Morin,420-012-5R1,Programmation orientee objet,2,97
Jamie,Roy,420-012-5R1,Programmation orientee objet,2,87
Casey,Morin,420-012-5R1,Programmation orientee objet,2,99
Casey,Gagnon,420-012-5R1,Programmation orientee objet,2,49
Taylor,Fortin,420-012-5R1,Programmation orientee objet,2,79
Casey,Gagnon,420-012-5R1,Programmation orientee objet,2,87
Charlie,Bouchard,420-012-5R1,Programmation orientee objet,2,89
Casey,Tremblay,420-012-5R1,Programmation orientee objet,2,98
Charlie,Tremblay,420-012-5R1,Programmation orientee objet,2,76
Jordan,Pelletier,420-012-5R1,Programmation orientee objet,2,53
Taylor,Gagnon,420-012-5R1,Programmation orientee objet,2,96
Jordan,Pelletier,420-012-5R1,Programmation orientee objet,2,57
Jordan,Morin,420-012-5R1,Programmation orientee objet,2,84
Jamie,Tremblay,420-012-5R1,Programmation orientee objet,2,86
Charlie,Lavoie,420-012-5R1,Programmation orientee objet,2,75
Alex,Tremblay,420-012-5R1,Programmation orientee objet,2,91
Jamie,Roy,420-012-5R1,Programmation orientee objet,2,85
Taylor,Roy,420-012-5R1,Programmation orientee objet,2,83
Alex,Tremblay,420-012-5R1,Programmation orientee objet,2,66
Charlie,Lefebvre,420-012-5R1,Programmation orientee objet,2,55
Taylor,Lavoie,420-012-5R1,Programmation orientee objet,2,60
Robin,Gagnon,420-012-5R1,Programmation orientee objet,2,36
Taylor,Lavoie,420-012-5R1,Programmation orientee objet,2,63
Charlie,Lefebvre,420-012-5R1,Programmation orientee objet,2,52
Casey,Fortin,420-012-5R1,Programmation orientee objet,2,87
Jordan,Roy,420-012-5R1,Programmation orientee objet,2,98
Charlie,Pelletier,420-012-5R1,Programmation orientee objet,2,94
Sam,Bouchard,420-012-5R1,Programmation orientee objet,2,92
Jamie,Morin,420-012-5R1,Programmation orientee objet,2,85
Jordan,Fortin,420-012-5R1,Programmation orientee objet,2,87
Morgan,Roy,420-012-5R1,Programmation orientee objet,2,36
Charlie,Tremblay,420-012-5R1,Programmation orientee objet,2,77
Sam,Fortin,420-012-5R1,Programmation orientee objet,2,100
Sam,Bouchard,420-012-5R1,Programmation orientee objet,2,46
Alex,Lefebvre,420-012-5R1,Programmation orientee objet,2,94
Morgan,Fortin,420-012-5R1,Programmation orientee objet,2,37
Alex,Morin,420-012-5R1,Programmation orientee objet,2,59
Jordan,Fortin,420-012-5R1,Programmation orientee objet,2,37
Robin,Pelletier,420-012-5R1,Programmation orientee objet,2,48
Jamie,Tremblay,420-012-5R1,Programmation orientee objet,2,51
Casey,Fortin,420-012-5R1,Programmation orientee objet,2,73
Taylor,Lavoie,420-012-5R1,Programmation orientee objet,2,75
Sam,Tremblay,420-012-5R1,Programmation orientee objet,2,99
Casey,Pelletier,420-012-5R1,Programmation orientee objet,2,72
Jamie,Fortin,420-012-5R1,Programmation orientee objet,2,39
Alex,Lavoie,420-012-5R1,Programmation orientee objet,2,97
Jamie,Lefebvre,420-012-5R1,Programmation orientee objet,2,98
Alex,Morin,420-012-5R1,Programmation orientee objet,2,76
Sam,Roy,420-012-5R1,Programmation orientee objet,2,79
Jamie,Gauthier,420-012-5R1,Programmation orientee objet,2,66
Sam,Lefebvre,420-012-5R1,Programmation orientee objet,2,70
Ronald,MacDounald,420-021-4R1,Developpement Web II,2,56
Homer,Simpson,420-021-4R1,Developpement Web II,2,87
Doctor,Doogie,420-021-4R1,Developpement Web II,2,82
Jordan,Gauthier,420-021-4R1,Developpement Web II,2,83
Taylor,Lavoie,420-021-4R1,Developpement Web II,2,57
Jordan,Bouchard,420-021-4R1,Developpement Web II,2,55
Jordan,Gagnon,420-021-4R1,Developpement Web II,2,58
Alex,Morin,420-021-4R1,Developpement Web II,2,56
Charlie,Lavoie,420-021-4R1,Developpement Web II,2,73
Casey,Bouchard,420-021-4R1,Developpement Web II,2,99
Sam,Fortin,420-021-4R1,Developpement Web II,2,83
Alex,Tremblay,420-021-4R1,Developpement Web II,2,94
Jamie,Pelletier,420-021-4R1,Developpement Web II,2,78
Jordan,Lavoie,420-021-4R1,Developpement Web II,2,43
Jamie,Roy,420-021-4R1,Developpement Web II,2,88
Casey,Roy,420-021-4R1,Developpement Web II,2,50
Cameron,Pelletier,420-021-4R1,Developpement Web II,2,80
Taylor,Gauthier,420-021-4R1,Developpement Web II,2,37
Casey,Bouchard,420-021-4R1,Developpement Web II,2,86
Morgan,Lefebvre,420-021-4R1,Developpement Web II,2,68
Robin,Lavoie,420-021-4R1,Developpement Web II,2,88
Casey,Gagnon,420-021-4R1,Developpement Web II,2,81
Alex,Fortin,420-021-4R1,Developpement Web II,2,54
Morgan,Roy,420-021-4R1,Developpement Web II,2,76
Charlie,Roy,420-021-4R1,Developpement Web II,2,100
Alex,Gauthier,420-021-4R1,Developpement Web II,2,62
Robin,Tremblay,420-021-4R1,Developpement Web II,2,74
Cameron,Lavoie,420-021-4R1,Developpement Web II,2,87
Taylor,Lavoie,420-021-4R1,Developpement Web II,2,51
Casey,Gauthier,420-021-4R1,Developpement Web II,2,37
Robin,Roy,420-021-4R1,Developpement Web II,2,95
Jamie,Bouchard,420-021-4R1,Developpement Web II,2,57
Jamie,Roy,420-021-4R1,Developpement Web II,2,75
Casey,Roy,420-021-4R1,Developpement Web II,2,67
Morgan,Gagnon,420-021-4R1,Developpement Web II,2,60
Jamie,Gauthier,420-021-4R1,Developpement Web II,2,68
Robin,Gagnon,420-021-4R1,Developpement Web II,2,83
Sam,Bouchard,420-021-4R1,Developpement Web II,2,93
Alex,Pelletier,420-021-4R1,Developpement Web II,2,89
Sam,Gagnon,420-021-4R1,Developpement Web II,2,73
Charlie,Pelletier,420-021-4R1,Developpement Web II,2,69
Morgan,Lefebvre,420-021-4R1,Developpement Web II,2,51
Morgan,Tremblay,420-021-4R1,Developpement Web II,2,99
Jamie,Gauthier,420-021-4R1,Developpement Web II,2,79
Casey,Pelletier,420-021-4R1,Developpement Web II,2,55
Jamie,Lefebvre,420-021-4R1,Developpement Web II,2,81
Morgan,Tremblay,420-021-4R1,Developpement Web II,2,99
Sam,Lefebvre,420-021-4R1,Developpement Web II,2,75
Morgan,Fortin,420-021-4R1,Developpement Web II,2,40
Sam,Roy,420-021-4R1,Developpement Web II,2,61
Taylor,Morin,420-021-4R1,Developpement Web II,2,91
Morgan,Gauthier,420-021-4R1,Developpement Web II,2,91
Alex,Morin,420-021-4R1,Developpement Web II,2,65
Cameron,Bouchard,420-021-4R1,Developpement Web II,2,96
Jordan,Morin,420-021-4R1,Developpement Web II,2,63
Sam,Lefebvre,420-021-4R1,Developpement Web II,2,51
Casey,Fortin,420-021-4R1,Developpement Web II,2,74
Robin,Lefebvre,420-021-4R1,Developpement Web II,2,72
Charlie,Lefebvre,420-021-4R1,Developpement Web II,2,39
Robin,Pelletier,420-021-4R1,Developpement Web II,2,38
Jamie,Gagnon,420-021-4R1,Developpement Web II,2,96
Morgan,Fortin,420-021-4R1,Developpement Web II,2,49
Charlie,Gagnon,420-021-4R1,Developpement Web II,2,48
Cameron,Morin,420-021-4R1,Developpement Web II,2,74
Alex,Bouchard,420-021-4R1,Developpement Web II,2,81
Casey,Roy,420-021-4R1,Developpement Web II,2,90
Robin,Gauthier,420-021-4R1,Developpement Web II,2,83
Cameron,Morin,420-021-4R1,Developpement Web II,2,35
Alex,Gauthier,420-021-4R1,Developpement Web II,2,71
Cameron,Morin,420-021-4R1,Developpement Web II,2,35
Jamie,Roy,420-021-4R1,Developpement Web II,2,45
Casey,Morin,420-021-4R1,Developpement Web II,2,97
Casey,Gagnon,420-021-4R1,Developpement Web II,2,46
Taylor,Fortin,420-021-4R1,Developpement Web II,2,64
Casey,Gagnon,420-021-4R1,Developpement Web II,2,44
Charlie,Bouchard,420-021-4R1,Developpement Web II,2,63
Casey,Tremblay,420-021-4R1,Developpement Web II,2,58
Charlie,Tremblay,420-021-4R1,Developpement Web II,2,47
Jordan,Pelletier,420-021-4R1,Developpement Web II,2,81
Taylor,Gagnon,420-021-4R1,Developpement Web II,2,50
Jordan,Pelletier,420-021-4R1,Developpement Web II,2,58
Jordan,Morin,420-021-4R1,Developpement Web II,2,79
Jamie,Tremblay,420-021-4R1,Developpement Web II,2,56
Charlie,Lavoie,420-021-4R1,Developpement Web II,2,48
Alex,Tremblay,420-021-4R1,Developpement Web II,2,52
Jamie,Roy,420-021-4R1,Developpement Web II,2,64
Taylor,Roy,420-021-4R1,Developpement Web II,2,39
Alex,Tremblay,420-021-4R1,Developpement Web II,2,88
Charlie,Lefebvre,420-021-4R1,Developpement Web II,2,91
Taylor,Lavoie,420-021-4R1,Developpement Web II,2,81
Robin,Gagnon,420-021-4R1,Developpement Web II,2,81
Taylor,Lavoie,420-021-4R1,Developpement Web II,2,38
Charlie,Lefebvre,420-021-4R1,Developpement Web II,2,87
Casey,Fortin,420-021-4R1,Developpement Web II,2,42
Jordan,Roy,420-021-4R1,Developpement Web II,2,66
Charlie,Pelletier,420-021-4R1,Developpement Web II,2,95
Sam,Bouchard,420-021-4R1,Developpement Web II,2,93
Jamie,Morin,420-021-4R1,Developpement Web II,2,52
Jordan,Fortin,420-021-4R1,Developpement Web II,2,91
Morgan,Roy,420-021-4R1,Developpement Web II,2,45
Charlie,Tremblay,420-021-4R1,Developpement Web II,2,90
Sam,Fortin,420-021-4R1,Developpement Web II,2,96
Sam,Bouchard,420-021-4R1,Developpement Web II,2,87
Alex,Lefebvre,420-021-4R1,Developpement Web II,2,97
Morgan,Fortin,420-021-4R1,Developpement Web II,2,99
Alex,Morin,420-021-4R1,Developpement Web II,2,49
Jordan,Fortin,420-021-4R1,Developpement Web II,2,93
Robin,Pelletier,420-021-4R1,Developpement Web II,2,84
Jamie,Tremblay,420-021-4R1,Developpement Web II,2,93
Casey,Fortin,420-021-4R1,Developpement Web II,2,39
Taylor,Lavoie,420-021-4R1,Developpement Web II,2,86
Sam,Tremblay,420-021-4R1,Developpement Web II,2,67
Casey,Pelletier,420-021-4R1,Developpement Web II,2,51
Jamie,Fortin,420-021-4R1,Developpement Web II,2,54
Alex,Lavoie,420-021-4R1,Developpement Web II,2,100
Jamie,Lefebvre,420-021-4R1,Developpement Web II,2,59
Alex,Morin,420-021-4R1,Developpement Web II,2,84
Sam,Roy,420-021-4R1,Developpement Web II,2,50
Jamie,Gauthier,420-021-4R1,Developpement Web II,2,57
Sam,Lefebvre,420-021-4R1,Developpement Web II,2,72
Ronald,MacDounald,420-022-3R1,Base de donnees I,2,65
Homer,Simpson,420-022-3R1,Base de donnees I,2,81
Doctor,Doogie,420-022-3R1,Base de donnees I,2,36
Jordan,Gauthier,420-022-3R1,Base de donnees I,2,42
Taylor,Lavoie,420-022-3R1,Base de donnees I,2,73
Jordan,Bouchard,420-022-3R1,Base de donnees I,2,99
Jordan,Gagnon,420-022-3R1,Base de donnees I,2,55
Alex,Morin,420-022-3R1,Base de donnees I,2,82
Charlie,Lavoie,420-022-3R1,Base de donnees I,2,69
Casey,Bouchard,420-022-3R1,Base de donnees I,2,66
Sam,Fortin,420-022-3R1,Base de donnees I,2,89
Alex,Tremblay,420-022-3R1,Base de donnees I,2,49
Jamie,Pelletier,420-022-3R1,Base de donnees I,2,68
Jordan,Lavoie,420-022-3R1,Base de donnees I,2,75
Jamie,Roy,420-022-3R1,Base de donnees I,2,80
Casey,Roy,420-022-3R1,Base de donnees I,2,99
Cameron,Pelletier,420-022-3R1,Base de donnees I,2,84
Taylor,Gauthier,420-022-3R1,Base de donnees I,2,51
Casey,Bouchard,420-022-3R1,Base de donnees I,2,68
Morgan,Lefebvre,420-022-3R1,Base de donnees I,2,87
Robin,Lavoie,420-022-3R1,Base de donnees I,2,93
Casey,Gagnon,420-022-3R1,Base de donnees I,2,45
Alex,Fortin,420-022-3R1,Base de donnees I,2,89
Morgan,Roy,420-022-3R1,Base de donnees I,2,37
Charlie,Roy,420-022-3R1,Base de donnees I,2,56
Alex,Gauthier,420-022-3R1,Base de donnees I,2,36
Robin,Tremblay,420-022-3R1,Base de donnees I,2,38
Cameron,Lavoie,420-022-3R1,Base de donnees I,2,69
Taylor,Lavoie,420-022-3R1,Base de donnees I,2,54
Casey,Gauthier,420-022-3R1,Base de donnees I,2,72
Robin,Roy,420-022-3R1,Base de donnees I,2,96
Jamie,Bouchard,420-022-3R1,Base de donnees I,2,54
Jamie,Roy,420-022-3R1,Base de donnees I,2,48
Casey,Roy,420-022-3R1,Base de donnees I,2,72
Morgan,Gagnon,420-022-3R1,Base de donnees I,2,58
Jamie,Gauthier,420-022-3R1,Base de donnees I,2,45
Robin,Gagnon,420-022-3R1,Base de donnees I,2,41
Sam,Bouchard,420-022-3R1,Base de donnees I,2,48
Alex,Pelletier,420-022-3R1,Base de donnees I,2,95
Sam,Gagnon,420-022-3R1,Base de donnees I,2,90
Charlie,Pelletier,420-022-3R1,Base de donnees I,2,81
Morgan,Lefebvre,420-022-3R1,Base de donnees I,2,85
Morgan,Tremblay,420-022-3R1,Base de donnees I,2,99
Jamie,Gauthier,420-022-3R1,Base de donnees I,2,38
Casey,Pelletier,420-022-3R1,Base de donnees I,2,50
Jamie,Lefebvre,420-022-3R1,Base de donnees I,2,72
Morgan,Tremblay,420-022-3R1,Base de donnees I,2,69
Sam,Lefebvre,420-022-3R1,Base de donnees I,2,62
Morgan,Fortin,420-022-3R1,Base de donnees I,2,71
Sam,Roy,420-022-3R1,Base de donnees I,2,66
Taylor,Morin,420-022-3R1,Base de donnees I,2,50
Morgan,Gauthier,420-022-3R1,Base de donnees I,2,47
Alex,Morin,420-022-3R1,Base de donnees I,2,36
Cameron,Bouchard,420-022-3R1,Base de donnees I,2,53
Jordan,Morin,420-022-3R1,Base de donnees I,2,37
Sam,Lefebvre,420-022-3R1,Base de donnees I,2,89
Casey,Fortin,420-022-3R1,Base de donnees I,2,49
Robin,Lefebvre,420-022-3R1,Base de donnees I,2,38
Charlie,Lefebvre,420-022-3R1,Base de donnees I,2,39
Robin,Pelletier,420-022-3R1,Base de donnees I,2,70
Jamie,Gagnon,420-022-3R1,Base de donnees I,2,59
Morgan,Fortin,420-022-3R1,Base de donnees I,2,43
Charlie,Gagnon,420-022-3R1,Base de donnees I,2,38
Cameron,Morin,420-022-3R1,Base de donnees I,2,99
Alex,Bouchard,420-022-3R1,Base de donnees I,2,64
Casey,Roy,420-022-3R1,Base de donnees I,2,97
Robin,Gauthier,420-022-3R1,Base de donnees I,2,60
Cameron,Morin,420-022-3R1,Base de donnees I,2,55
Alex,Gauthier,420-022-3R1,Base de donnees I,2,81
Cameron,Morin,420-022-3R1,Base de donnees I,2,39
Jamie,Roy,420-022-3R1,Base de donnees I,2,38
Casey,Morin,420-022-3R1,Base de donnees I,2,38
Casey,Gagnon,420-022-3R1,Base de donnees I,2,47
Taylor,Fortin,420-022-3R1,Base de donnees I,2,83
Casey,Gagnon,420-022-3R1,Base de donnees I,2,36
Charlie,Bouchard,420-022-3R1,Base de donnees I,2,75
Casey,Tremblay,420-022-3R1,Base de donnees I,2,97
Charlie,Tremblay,420-022-3R1,Base de donnees I,2,49
Jordan,Pelletier,420-022-3R1,Base de donnees I,2,98
Taylor,Gagnon,420-022-3R1,Base de donnees I,2,75
Jordan,Pelletier,420-022-3R1,Base de donnees I,2,93
Jordan,Morin,420-022-3R1,Base de donnees I,2,72
Jamie,Tremblay,420-022-3R1,Base de donnees I,2,67
Charlie,Lavoie,420-022-3R1,Base de donnees I,2,56
Alex,Tremblay,420-022-3R1,Base de donnees I,2,92
Jamie,Roy,420-022-3R1,Base de donnees I,2,58
Taylor,Roy,420-022-3R1,Base de donnees I,2,58
Alex,Tremblay,420-022-3R1,Base de donnees I,2,69
Charlie,Lefebvre,420-022-3R1,Base de donnees I,2,37
Taylor,Lavoie,420-022-3R1,Base de donnees I,2,57
Robin,Gagnon,420-022-3R1,Base de donnees I,2,44
Taylor,Lavoie,420-022-3R1,Base de donnees I,2,61
Charlie,Lefebvre,420-022-3R1,Base de donnees I,2,61
Casey,Fortin,420-022-3R1,Base de donnees I,2,70
Jordan,Roy,420-022-3R1,Base de donnees I,2,41
Charlie,Pelletier,420-022-3R1,Base de donnees I,2,58
Sam,Bouchard,420-022-3R1,Base de donnees I,2,45
Jamie,Morin,420-022-3R1,Base de donnees I,2,86
Jordan,Fortin,420-022-3R1,Base de donnees I,2,67
Morgan,Roy,420-022-3R1,Base de donnees I,2,37
Charlie,Tremblay,420-022-3R1,Base de donnees I,2,96
Sam,Fortin,420-022-3R1,Base de donnees I,2,89
Sam,Bouchard,420-022-3R1,Base de donnees I,2,43
Alex,Lefebvre,420-022-3R1,Base de donnees I,2,61
Morgan,Fortin,420-022-3R1,Base de donnees I,2,36
Alex,Morin,420-022-3R1,Base de donnees I,2,49
Jordan,Fortin,420-022-3R1,Base de donnees I,2,37
Robin,Pelletier,420-022-3R1,Base de donnees I,2,65
Jamie,Tremblay,420-022-3R1,Base de donnees I,2,99
Casey,Fortin,420-022-3R1,Base de donnees I,2,55
Taylor,Lavoie,420-022-3R1,Base de donnees I,2,57
Sam,Tremblay,420-022-3R1,Base de donnees I,2,50
Casey,Pelletier,420-022-3R1,Base de donnees I,2,91
Jamie,Fortin,420-022-3R1,Base de donnees I,2,96
Alex,Lavoie,420-022-3R1,Base de donnees I,2,76
Jamie,Lefebvre,420-022-3R1,Base de donnees I,2,43
Alex,Morin,420-022-3R1,Base de donnees I,2,39
Sam,Roy,420-022-3R1,Base de donnees I,2,71
Jamie,Gauthier,420-022-3R1,Base de donnees I,2,91
Sam,Lefebvre,420-022-3R1,Base de donnees I,2,90
Ronald,MacDounald,420-026-4R1,Systemes d’exploitation et composantes materielles,2,66
Homer,Simpson,420-026-4R1,Systemes d’exploitation et composantes materielles,2,85
Doctor,Doogie,420-026-4R1,Systemes d’exploitation et composantes materielles,2,74
Jordan,Gauthier,420-026-4R1,Systemes d’exploitation et composantes materielles,2,98
Taylor,Lavoie,420-026-4R1,Systemes d’exploitation et composantes materielles,2,96
Jordan,Bouchard,420-026-4R1,Systemes d’exploitation et composantes materielles,2,53
Jordan,Gagnon,420-026-4R1,Systemes d’exploitation et composantes materielles,2,81
Alex,Morin,420-026-4R1,Systemes d’exploitation et composantes materielles,2,66
Charlie,Lavoie,420-026-4R1,Systemes d’exploitation et composantes materielles,2,40
Casey,Bouchard,420-026-4R1,Systemes d’exploitation et composantes materielles,2,55
Sam,Fortin,420-026-4R1,Systemes d’exploitation et composantes materielles,2,41
Alex,Tremblay,420-026-4R1,Systemes d’exploitation et composantes materielles,2,99
Jamie,Pelletier,420-026-4R1,Systemes d’exploitation et composantes materielles,2,78
Jordan,Lavoie,420-026-4R1,Systemes d’exploitation et composantes materielles,2,69
Jamie,Roy,420-026-4R1,Systemes d’exploitation et composantes materielles,2,40
Casey,Roy,420-026-4R1,Systemes d’exploitation et composantes materielles,2,80
Cameron,Pelletier,420-026-4R1,Systemes d’exploitation et composantes materielles,2,48
Taylor,Gauthier,420-026-4R1,Systemes d’exploitation et composantes materielles,2,44
Casey,Bouchard,420-026-4R1,Systemes d’exploitation et composantes materielles,2,42
Morgan,Lefebvre,420-026-4R1,Systemes d’exploitation et composantes materielles,2,81
Robin,Lavoie,420-026-4R1,Systemes d’exploitation et composantes materielles,2,73
Casey,Gagnon,420-026-4R1,Systemes d’exploitation et composantes materielles,2,73
Alex,Fortin,420-026-4R1,Systemes d’exploitation et composantes materielles,2,52
Morgan,Roy,420-026-4R1,Systemes d’exploitation et composantes materielles,2,52
Charlie,Roy,420-026-4R1,Systemes d’exploitation et composantes materielles,2,54
Alex,Gauthier,420-026-4R1,Systemes d’exploitation et composantes materielles,2,74
Robin,Tremblay,420-026-4R1,Systemes d’exploitation et composantes materielles,2,76
Cameron,Lavoie,420-026-4R1,Systemes d’exploitation et composantes materielles,2,35
Taylor,Lavoie,420-026-4R1,Systemes d’exploitation et composantes materielles,2,84
Casey,Gauthier,420-026-4R1,Systemes d’exploitation et composantes materielles,2,99
Robin,Roy,420-026-4R1,Systemes d’exploitation et composantes materielles,2,43
Jamie,Bouchard,420-026-4R1,Systemes d’exploitation et composantes materielles,2,89
Jamie,Roy,420-026-4R1,Systemes d’exploitation et composantes materielles,2,35
Casey,Roy,420-026-4R1,Systemes d’exploitation et composantes materielles,2,65
